0.031057,-0.0079618,-0.0047248,-0.0070318,0.0035099,0.0029078,0.00021925,-0.00014123,0.0017673,-0.0027685,-0.00048799,0.0020086,0.00048849,0.00063069,0.00035842,-0.0041516,0.0027918,-0.00056389,0.0026706,-0.0027262,0.0033071
-0.00058252,0.00046266,-0.0068544,0.0041508,0.0038463,-0.0068658,0.0017477,0.00034578,0.00033877,0.00084372,0.00077852,0.0018641,-0.0023999,-0.0022573,0.0014673,0.00015576,-0.0016708,0.00019654,0.00059687,-0.00076169,-0.0012382
-0.001716,-0.0072447,-0.005669,0.0058466,0.0014423,-0.005649,-0.0014482,-0.0074164,0.0025622,0.0046749,0.00094817,-0.0010694,0.0004075,0.00026667,-0.00069619,0.00010949,-0.00090251,-0.00088597,-9.652e-05,-0.0017675,-6.965e-05
0.0047482,0.0070023,0.0024578,-0.004377,-0.0048622,0.0057574,0.0042517,-0.0026012,0.00061992,0.00076913,0.00043942,0.0019178,-0.0017652,-0.0017869,0.0018008,0.00042068,-0.0009615,0.0010912,0.0020114,7.7581e-05,-0.00050643
-0.0077133,0.0086647,-0.0048648,0.00096672,-0.0012885,-0.0014901,0.0069061,-0.0010767,0.00089218,-0.0013447,0.0014818,0.0029504,-0.0044003,-0.00070751,0.0023238,0.0012269,-0.0021846,0.00074762,0.00059342,0.0010021,-0.0018811
-0.00048527,-0.0075501,-0.0030164,-0.0062525,-0.0040202,0.0042259,-0.0014521,0.0044638,0.00093855,-0.0021578,-0.00054636,2.2876e-05,0.0019655,-0.0013989,-0.0027722,-0.0016589,-0.00079979,-0.00012159,0.00039297,-0.0018104,-0.0027296
0.0018401,-0.0064878,0.00069875,-0.0041937,-0.0022723,0.0020734,0.001742,0.00017638,0.0026437,-0.000618,0.00094387,0.0014359,-0.001761,-0.0015865,-0.0019459,-0.0017222,0.0020722,-0.00037073,0.0019868,-0.00020315,-0.0025159
0.0041784,0.0029341,0.0068583,0.0031888,0.0051061,-3.1005e-05,0.00070856,0.0037087,-0.0016663,-0.00052418,0.00048648,-0.0015693,0.0039354,0.0002041,0.00036378,-0.00057628,1.7821e-05,0.00094863,0.0022988,0.00055835,0.002146
0.0070887,0.0021281,0.0063451,-0.0015516,-0.0016983,-0.0012533,0.00035288,0.00033971,0.00062662,0.0003412,0.0011192,-2.8596e-05,0.0012401,-0.00010007,3.296e-05,-0.00086089,-0.00023727,0.0005512,0.0016079,5.201e-05,0.0025131
-0.0013413,0.0013906,-0.0036883,0.0034693,0.0012233,0.0035205,0.00082493,-0.0013965,0.0003372,-0.00077393,0.00146,0.0016071,-0.0015954,-0.0013402,0.00083207,0.00069112,-1.6639e-05,0.00022574,-0.0015232,0.0018315,-0.00023282
-0.00054781,-0.00083211,-0.0039698,0.0016395,0.0020875,2.041e-05,-4.3514e-05,-0.0016547,-0.00038115,-9.7019e-05,-0.00025231,0.00058256,-0.00051516,0.0016828,-0.0016793,-0.00038505,-0.00022245,0.00026207,2.7032e-05,-0.00040415,-0.0010303
0.0023478,0.0026705,0.00084362,0.0014105,0.00083256,-0.0014965,0.0004016,-0.0034225,0.00031783,0.0027278,-0.0014548,-0.0016117,9.6874e-05,0.0017498,0.0010032,0.001516,0.0018929,-0.00035871,-0.00026837,0.00079448,0.0013517
0.0044023,0.0017555,0.0013212,0.0021921,0.0022424,0.0011289,-0.00046766,0.00021875,-0.0012599,-0.001222,-0.0007219,-0.00063877,0.00072791,0.0014775,2.9541e-05,-0.00068206,0.0010493,0.00034829,-0.00054959,0.0013185,0.0017058
