2.9301e-07,2.9301e-07,3.2847e-07,1.7895e-07,1.1321e-07,2.5578e-07,2.7767e-07,2.3801e-07,1.8641e-07,7.8699e-08,1.9968e-07
2.2933e-07,1.8816e-07,1.9006e-07,1.2969e-07,1.4554e-07,1.8729e-07,2.5699e-07,1.0085e-07,8.2219e-08,1.0994e-07,2.5307e-07
1.8886e-07,-3.7111e-09,6.8025e-08,2.269e-08,1.1949e-07,2.179e-07,1.429e-07,7.6247e-08,1.0578e-08,1.3672e-07,1.8163e-07
2.2966e-07,9.4504e-08,-2.8019e-08,1.651e-07,2.8042e-07,2.6413e-07,2.5436e-07,1.7699e-07,7.3737e-08,-1.3936e-08,1.385e-07
1.5158e-07,5.7301e-08,6.83e-08,1.839e-07,2.8268e-07,3.4237e-07,3.4936e-07,2.3033e-07,7.13e-08,-9.1398e-08,3.8646e-08
1.4348e-07,-1.7408e-08,6.4939e-08,1.107e-07,2.7705e-07,3.3912e-07,3.0091e-07,2.8717e-07,2.1246e-07,1.7362e-07,1.1457e-07
9.1166e-08,3.0275e-08,1.8281e-07,1.4838e-07,2.9713e-07,3.3424e-07,3.1282e-07,2.192e-07,2.8229e-07,2.6064e-07,2.4986e-07
1.4474e-07,1.8077e-07,4.3159e-07,2.482e-07,1.5848e-07,2.6196e-07,2.1331e-07,1.5903e-07,2.6143e-07,1.1947e-07,2.6222e-07
2.9414e-07,3.7133e-07,3.781e-07,1.3303e-07,1.0846e-07,2.9786e-08,1.0851e-07,2.5052e-07,2.0463e-07,3.8377e-11,1.8445e-07
3.7275e-07,3.6451e-07,4.1467e-07,1.2638e-07,-1.7953e-10,-6.0677e-09,3.9236e-08,2.2839e-07,3.1961e-07,1.2166e-07,1.4816e-07
1.8562e-07,2.4565e-07,1.9692e-07,7.3247e-08,-1.0116e-07,-3.7143e-08,7.0774e-08,1.6163e-07,2.0464e-07,6.8392e-08,7.721e-08
