-0.052943,-0.007123,-0.0033873,0.0063768,0.0016979,0.0042803,-0.003953,0.0005195,-9.1947e-05,-0.0036199,0.001103
-0.00044708,0.0042505,-0.0014722,-0.0035476,0.0013767,-0.012122,-0.0035977,0.0032241,0.0031629,0.0010856,-0.00091803
0.0023708,-0.0028656,-0.0075551,-0.014257,0.0062792,0.0071716,-0.0050362,-0.0039854,-0.00026542,0.0013927,-0.00093064
-0.012552,-0.0059913,0.012278,0.0017373,0.0010466,-0.00044983,-0.0013486,0.0053101,-0.00066065,-0.0050977,0.0016682
0.0013031,0.0055503,0.00090805,0.009431,-0.0061656,-0.0027923,0.0052912,0.0021442,0.00039508,0.00069636,-0.00028689
0.0024285,0.011699,-0.011214,0.0011985,0.0044065,0.00029524,0.00043094,-0.0055529,-0.0016496,0.0032179,0.00050196
0.0012651,-0.0058137,5.6972e-05,-0.0081155,-0.00058706,0.0046976,0.0020566,0.0041658,0.00083876,-0.00131,-0.00051035
0.0048805,-0.0046834,-0.0027589,-0.0050782,-7.8401e-05,0.0023639,0.00029472,0.0015004,-0.00052223,0.0011687,-0.00072141
-0.0055166,0.0030263,-0.0033383,0.0025749,0.0031892,-0.0026943,-0.0023818,3.0099e-06,0.00029518,-0.00053904,0.001677
0.00059136,0.00027986,0.0070509,0.0040103,-0.0014675,-0.00096269,-0.0014124,-0.00086435,-0.00013926,1.6122e-05,0.00068878
0.0025167,-0.0002668,0.0010083,0.00033114,-9.8369e-05,0.00033839,0.001411,-0.0037274,-0.00020027,0.0042318,-0.00013983
