0.010786,0.010786,0.017983,0.019074,0.025012,0.018857,0.010553,0.0033741,-0.014223,-0.020081,-0.0064397,-0.0075528,-0.010827,-0.0026145,0.0022959,0.01284,0.017121,0.012892,0.010646,-0.011972,0.0083855,-0.002289,-0.0019426,-0.0078591,0.0048847,0.0080368,0.016002,0.019308,0.027645,0.025968,0.050927,0.052074,0.039221,0.051753,0.036135,0.020348,0.030619,0.036723,0.033899,0.039749,0.029914,0.0099894,0.0012983,-0.0051043,-0.0093937,-0.014779,-0.004315,-0.027762,-0.033157,-0.017286,0.016058,0.0028992,-0.017295,-0.012032,0.013823,0.022242,0.024381,0.040533,0.046522,0.04633,0.027782,0.016568,0.029992,0.034054,0.004427,-0.0020731,-0.0014012,0.01259,0.014219,0.030317,0.02635,0.013805,-0.0028143,-0.007568,-0.011103,0.0017047,-0.016222,-0.015726,-0.010161,-0.024462,-0.017644,-0.02491,-0.030376,-0.023359,-0.027978,-0.037934,-0.046245,-0.039507,-0.02437,-0.018973,-0.024023,-0.019503,-0.022072,-0.0079646,-0.014138,0.012167,0.014617,0.029915,0.0195,0.011554,-0.00086161
-0.020064,-0.0092196,0.017227,0.012739,0.011173,0.013904,-0.001717,-0.0082209,0.0006237,-0.0078263,-0.0059959,-0.0038151,-0.0019494,0.0077724,0.0032347,0.0091748,0.011843,0.01351,0.0077081,-0.00052298,-0.0075129,0.0032034,-0.015744,-0.0097639,-0.019565,0.012355,0.020722,0.022908,0.010488,0.022587,0.0354,0.039033,0.047086,0.043176,0.042612,0.038743,0.02364,0.0058076,0.02045,0.018402,0.0055749,-0.0042269,-0.012698,0.0093549,0.0055383,-0.0033896,0.00042648,-0.013228,-0.030712,-0.01123,-0.012427,-0.0049597,-0.012814,-0.012714,-0.0086089,0.0024462,0.017459,0.0244,0.031184,0.03122,0.022541,0.021609,0.0357,0.014968,-0.0028535,0.00097555,-0.0030449,-0.0021267,0.020042,0.027352,0.040737,0.0042566,-0.0036087,-7.5242e-05,0.0050783,0.0041813,0.0032018,-0.011265,-0.006517,-0.0096047,-0.034914,-0.036849,-0.029446,-0.029728,-0.02966,-0.023519,-0.033823,-0.031041,-0.027374,-0.044022,-0.043949,-0.035918,-0.018204,-0.018165,-0.0030065,-0.0012282,0.021087,0.0058867,0.015895,-0.0032135,-0.004901
-0.0053046,-0.0047154,0.011025,0.025525,0.017634,0.011632,-0.0009023,0.00538,0.00035195,-0.0049178,0.0088695,0.0053493,0.018036,0.032328,0.036118,0.031785,0.036082,0.00853,0.0088192,0.018647,0.0064291,0.0064897,-0.012569,-0.0050285,-0.0063548,0.012353,0.018094,0.037391,0.032907,0.02585,0.043122,0.050252,0.066724,0.064855,0.05592,0.029813,0.01825,0.015137,0.019962,0.016287,0.008158,0.016901,0.0089749,0.01004,0.0066653,0.011245,0.0077968,0.00023034,-0.010194,-0.0058618,-0.013739,-0.0024254,-0.0084853,-0.0089261,0.023698,0.0027663,0.017045,0.022565,0.020707,0.026035,0.027422,0.030345,0.031287,0.030059,0.013862,0.013555,0.012466,0.031702,0.026698,0.027183,0.038333,0.027474,0.020008,0.027029,0.032009,0.02432,0.033451,0.020535,0.011737,-0.0085205,-0.0058725,-0.014216,-0.026065,-0.027658,-0.022779,-0.031398,-0.023591,-0.014461,-0.041184,-0.029232,-0.029396,-0.029322,-0.018311,-0.00011321,0.0076868,-0.00010526,0.017956,0.0096331,0.018369,0.0043269,0.0022225
0.018974,0.0089734,0.02984,0.031521,0.029766,0.028795,0.0082664,-0.0014358,0.00077321,0.007661,0.0082876,0.023902,0.032922,0.038695,0.050359,0.054434,0.051394,0.013505,0.038623,0.035107,0.024087,0.0029262,0.013194,0.016954,0.011336,0.013192,0.034325,0.04044,0.053981,0.045178,0.046493,0.054136,0.08074,0.072555,0.047261,0.036937,0.019411,0.022898,0.03239,0.029631,0.028995,0.03684,0.031563,0.018449,0.019304,0.0061646,0.022089,-0.00023757,-0.0026855,0.00062322,-0.013064,-0.0054533,0.0035081,0.0065412,0.026486,0.018674,0.030945,0.027845,0.024817,0.033102,0.035064,0.04753,0.042871,0.045158,0.028014,0.040228,0.026822,0.050107,0.050136,0.035537,0.038771,0.036704,0.041687,0.049406,0.042035,0.050768,0.056648,0.055391,0.036487,0.021295,0.0019929,0.0045385,-0.0050602,-0.031951,-0.034456,-0.020608,-0.010784,-0.021583,-0.035996,-0.0048638,-0.0050302,-0.00070615,-0.010695,0.0088317,0.012832,0.018456,0.02367,0.023851,0.024115,0.020647,0.0082828
0.02933,0.020382,0.026846,0.021245,0.025539,-0.0015782,-0.0088632,0.00080663,0.012573,0.0052122,0.020827,0.027991,0.030177,0.037849,0.03056,0.040188,0.035157,0.038736,0.044964,0.040458,0.02604,0.023735,0.004943,0.026404,0.017063,0.0098795,0.020867,0.041762,0.048534,0.041629,0.057649,0.055733,0.053649,0.060004,0.050131,0.03979,0.027157,0.023901,0.028657,0.023972,0.038795,0.028422,0.020873,0.030707,0.022776,0.001879,0.0032444,-0.0086902,-0.024964,-0.015416,-0.027636,-0.0032767,0.0016191,0.0057459,-0.0018767,-0.0012443,0.023357,0.045846,0.032678,0.035453,0.053902,0.051816,0.059218,0.046159,0.030942,0.03,0.039019,0.033861,0.057752,0.050447,0.050196,0.032593,0.031807,0.049549,0.04332,0.053567,0.048762,0.057494,0.049473,0.030995,0.021337,0.0058879,-0.014024,-0.035173,-0.03038,-0.014889,-0.0070587,-0.01587,-0.026593,-0.024428,-0.0067087,-0.0040713,-0.0095776,-0.0015174,0.009645,0.010181,0.023391,0.030759,0.029824,-0.00019856,0.0067179
0.016916,0.0038795,0.016299,0.012737,0.017498,0.0039598,-0.0046654,0.0021136,0.0095944,0.022202,0.024778,0.040138,0.025945,0.023464,0.018411,0.042277,0.039624,0.036354,0.031468,0.027455,0.040488,0.031967,0.028167,0.034687,0.021992,0.012006,0.010705,0.022943,0.034936,0.04193,0.050943,0.062915,0.056035,0.052827,0.028695,0.038095,0.033452,0.039165,0.028983,0.038475,0.030577,0.020954,0.027228,0.028297,0.024501,-0.0020947,-0.0063956,-0.0261,-0.025057,-0.013608,-0.026257,-0.025767,-0.023936,-0.015034,-0.013604,0.0094782,0.028265,0.038801,0.043888,0.053633,0.056689,0.054238,0.061719,0.04624,0.036661,0.048361,0.047343,0.03596,0.046672,0.050698,0.053838,0.036074,0.053649,0.050454,0.038249,0.045148,0.042729,0.05546,0.046578,0.027901,0.019339,0.0068328,0.0055845,-0.021236,-0.01787,-0.014824,-0.014052,-0.030338,-0.0027012,-0.0020144,-0.0060422,-0.011717,-0.017617,-0.0088317,-0.0027268,0.010379,0.025117,0.039639,0.036345,0.010367,-0.0027814
0.01447,0.015922,0.0074653,0.00067323,-0.0092197,-0.014011,-0.0048444,0.0042625,0.00067023,0.020875,0.035522,0.031457,0.029886,0.014517,0.029266,0.033465,0.028953,0.028202,0.019407,0.017911,0.03219,0.0099835,0.027971,0.025046,0.019111,0.0065218,0.01011,0.012921,0.033047,0.038731,0.046651,0.056853,0.046553,0.031543,0.029047,0.035023,0.046329,0.030142,0.013959,0.030374,0.029866,0.022202,0.021961,0.012726,0.019259,-0.00847,-0.027181,-0.030864,-0.043226,-0.046893,-0.030087,-0.034811,-0.026684,-0.020849,-0.0022569,-0.0014074,0.00734,0.023521,0.035093,0.048799,0.04945,0.05617,0.040074,0.040826,0.057076,0.053265,0.041343,0.058562,0.04414,0.058135,0.047082,0.030071,0.043177,0.055574,0.043489,0.026092,0.018867,0.04725,0.037392,0.016328,0.024731,0.010947,-0.010144,-0.022361,-0.023787,-0.0079807,-0.0053738,-0.016134,-0.019786,-0.0027889,-0.009704,-0.014318,-0.023879,-0.0037565,0.001061,-0.00030758,0.0075267,0.030682,0.011823,0.011527,-0.015376
0.013508,0.0050652,0.0029569,-0.0016717,-0.010438,-0.021343,0.0013701,0.0048735,0.0057964,0.023451,0.037957,0.030365,0.049426,0.030779,0.030059,0.04552,0.046031,0.025463,0.00581,0.015743,0.017632,0.015516,0.017526,0.016996,-0.0041197,0.025883,0.02639,0.030423,0.042876,0.037773,0.039588,0.042554,0.048271,0.030553,0.046827,0.041996,0.048631,0.018259,0.025221,0.040493,0.023509,0.022661,0.026197,0.0096123,0.013933,0.0013694,-0.035986,-0.04265,-0.052173,-0.044717,-0.048147,-0.029571,-0.017752,-0.0053505,0.011651,0.014152,0.0078317,0.0074666,0.025963,0.038829,0.051513,0.059654,0.052725,0.043226,0.056737,0.065556,0.070756,0.076248,0.058921,0.057511,0.045287,0.023044,0.042892,0.04619,0.046282,0.027175,0.016488,0.033839,0.028478,0.028692,0.026705,0.012105,-0.013448,-0.0028618,-0.011898,-0.0025252,0.0024013,0.0018284,-0.00051737,0.0054821,-0.012063,-0.021967,-0.0072627,0.011171,0.013205,-0.0045244,0.014969,0.0090822,0.0057242,-0.0062118,-0.017521
0.0080018,0.0017665,-0.016022,-0.010064,-0.014546,-0.0053019,-0.0048191,0.016559,0.016481,0.015129,0.021567,0.032108,0.036883,0.040215,0.038473,0.043568,0.040538,0.034932,0.017276,0.0034467,0.008369,0.01387,0.020881,0.041837,0.017725,0.020234,0.025705,0.027311,0.029584,0.039011,0.047669,0.045394,0.014659,0.028796,0.040063,0.051751,0.041219,0.023653,0.026416,0.034147,0.027273,0.02718,0.013424,0.017533,0.011025,-0.0070967,-0.021594,-0.028528,-0.046172,-0.050845,-0.048997,-0.03806,-0.016422,-0.0030526,0.0020267,0.0014112,0.020294,0.023318,0.028568,0.029312,0.040852,0.055345,0.048356,0.061253,0.07211,0.080233,0.076103,0.077566,0.063719,0.042162,0.04752,0.028988,0.037314,0.048962,0.04948,0.018274,0.0050686,0.0045378,0.021333,0.024772,0.033291,0.01222,0.0035695,0.0028169,0.0069386,0.015418,0.01871,0.0075313,0.0048037,-0.0049944,0.0062416,0.0019382,-0.0023599,0.0059212,0.0033007,-0.012072,0.017035,0.017911,0.0069229,-0.016847,-0.021015
-0.0068781,-0.010035,-0.022086,-0.019769,-0.0057659,-0.00018661,-0.0079469,-0.0029527,0.013121,0.023168,0.032914,0.032232,0.019786,0.022473,0.029343,0.043386,0.042802,0.02511,0.040692,0.021632,0.015389,0.013556,0.023891,0.036677,0.020608,0.021984,0.033918,0.02852,0.032884,0.013073,0.025889,0.02047,0.013495,0.034192,0.031495,0.038071,0.041922,0.037422,0.028061,0.024765,0.011004,0.0080159,0.023005,0.025288,0.01298,-0.0047597,-0.0057289,-0.031422,-0.038055,-0.038702,-0.045771,-0.037766,-0.026256,-0.0068782,0.0060581,0.0059381,0.019706,0.009535,0.023892,0.040822,0.050652,0.054953,0.054608,0.06491,0.048059,0.068528,0.070944,0.066759,0.058841,0.045469,0.033533,0.040139,0.050321,0.035436,0.012086,0.022709,0.010371,0.011353,0.02336,0.014394,0.014685,0.016861,0.022849,0.01408,0.017748,0.027588,0.030233,0.0046054,0.0013175,0.0067899,-0.0013446,0.006254,-0.0091965,0.0081627,0.0033871,0.015115,0.010506,0.0069065,0.011284,-0.0095569,-0.020086
