0.02,0.02,0.014333,1,0,0
0.04,0.02,-0.017663,1,0,0
0.06,0.02,-0.0063017,1,0,0
0.08,0.02,-0.022122,1,0,0
0.1,0.02,0.0008491,1,0,0
0.12,0.02,-0.00060629,1,0,0
0.14,0.02,-0.016349,1,0,0
0.16,0.02,-0.022538,1,0,0
0.18,0.02,-0.030541,1,0,0
0.2,0.02,-0.039855,1,0,0
0.22,0.02,-0.033202,1,0,0
0.24,0.02,-0.023567,1,0,0
0.26,0.02,0.0031147,1,0,0
0.28,0.02,0.013678,1,0,0
0.3,0.02,-0.010708,1,0,0
0.32,0.02,-0.031441,1,0,0
0.34,0.02,0.0060386,1,0,0
0.36,0.02,-0.023594,1,0,0
0.38,0.02,-0.025583,1,0,0
0.4,0.02,-0.019351,1,0,0
0.42,0.02,-0.035452,1,0,0
0.44,0.02,-0.019955,1,0,0
0.46,0.02,-0.022292,1,0,0
0.48,0.02,-0.037998,1,0,0
0.5,0.02,-0.040168,1,0,0
0.52,0.02,-0.028784,1,0,0
0.54,0.02,-0.041988,1,0,0
0.56,0.02,-0.032965,1,0,0
0.58,0.02,-0.019121,1,0,0
0.6,0.02,-0.037591,1,0,0
0.62,0.02,-0.040078,1,0,0
0.64,0.02,-0.031191,1,0,0
0.66,0.02,-0.038475,1,0,0
0.68,0.02,-0.045723,1,0,0
0.7,0.02,-0.044489,1,0,0
0.72,0.02,-0.030375,1,0,0
0.74,0.02,-0.032525,1,0,0
0.76,0.02,-0.019489,1,0,0
0.78,0.02,-0.032389,1,0,0
0.8,0.02,-0.046931,1,0,0
0.82,0.02,-0.062908,1,0,0
0.84,0.02,-0.034362,1,0,0
0.86,0.02,-0.041795,1,0,0
0.88,0.02,-0.014474,1,0,0
0.9,0.02,-0.024324,1,0,0
0.92,0.02,0.0083341,1,0,0
0.94,0.02,0.0019277,1,0,0
0.96,0.02,0.010426,1,0,0
0.98,0.02,-0.037353,1,0,0
0.02,0.04,0.043613,1,0,0
0.04,0.04,0.0056735,1,0,0
0.06,0.04,0.012031,1,0,0
0.08,0.04,0.01267,1,0,0
0.1,0.04,0.017916,1,0,0
0.12,0.04,-0.0085844,1,0,0
0.14,0.04,-0.00046241,1,0,0
0.16,0.04,0.0027133,1,0,0
0.18,0.04,-0.0045989,1,0,0
0.2,0.04,0.0030515,1,0,0
0.22,0.04,0.01029,1,0,0
0.24,0.04,-0.0030708,1,0,0
0.26,0.04,-0.0046808,1,0,0
0.28,0.04,0.018143,1,0,0
0.3,0.04,0.0069276,1,0,0
0.32,0.04,-0.006856,1,0,0
0.34,0.04,0.025469,1,0,0
0.36,0.04,0.027069,1,0,0
0.38,0.04,-0.0033938,1,0,0
0.4,0.04,0.0016925,1,0,0
0.42,0.04,0.0022728,1,0,0
0.44,0.04,-0.013401,1,0,0
0.46,0.04,-0.013446,1,0,0
0.48,0.04,-0.024618,1,0,0
0.5,0.04,-0.023215,1,0,0
0.52,0.04,-0.029789,1,0,0
0.54,0.04,-0.030445,1,0,0
0.56,0.04,-0.014604,1,0,0
0.58,0.04,0.0034878,1,0,0
0.6,0.04,-0.015506,1,0,0
0.62,0.04,-0.019999,1,0,0
0.64,0.04,-0.0097393,1,0,0
0.66,0.04,-0.016872,1,0,0
0.68,0.04,9.6166e-05,1,0,0
0.7,0.04,0.018465,1,0,0
0.72,0.04,0.0053288,1,0,0
0.74,0.04,-0.02969,1,0,0
0.76,0.04,-0.016866,1,0,0
0.78,0.04,-0.03776,1,0,0
0.8,0.04,-0.041952,1,0,0
0.82,0.04,-0.044688,1,0,0
0.84,0.04,-0.041171,1,0,0
0.86,0.04,-0.050194,1,0,0
0.88,0.04,-0.01884,1,0,0
0.9,0.04,-0.0014064,1,0,0
0.92,0.04,0.025368,1,0,0
0.94,0.04,0.044354,1,0,0
0.96,0.04,0.035227,1,0,0
0.98,0.04,0.00068113,1,0,0
0.02,0.06,0.030543,1,0,0
0.04,0.06,0.031863,1,0,0
0.06,0.06,0.031278,1,0,0
0.08,0.06,0.02426,1,0,0
0.1,0.06,0.013936,1,0,0
0.12,0.06,0.00758,1,0,0
0.14,0.06,0.00071049,1,0,0
0.16,0.06,0.011,1,0,0
0.18,0.06,0.0046997,1,0,0
0.2,0.06,-0.011595,1,0,0
0.22,0.06,0.025124,1,0,0
0.24,0.06,0.019352,1,0,0
0.26,0.06,0.029685,1,0,0
0.28,0.06,0.013823,1,0,0
0.3,0.06,-0.00058161,1,0,0
0.32,0.06,0.011053,1,0,0
0.34,0.06,0.022623,1,0,0
0.36,0.06,0.018461,1,0,0
0.38,0.06,0.0086972,1,0,0
0.4,0.06,0.016754,1,0,0
0.42,0.06,-0.019413,1,0,0
0.44,0.06,-0.020038,1,0,0
0.46,0.06,0.010693,1,0,0
0.48,0.06,-0.020772,1,0,0
0.5,0.06,-0.029135,1,0,0
0.52,0.06,-0.024109,1,0,0
0.54,0.06,-0.040826,1,0,0
0.56,0.06,-0.035168,1,0,0
0.58,0.06,-0.028191,1,0,0
0.6,0.06,-0.027217,1,0,0
0.62,0.06,-0.024395,1,0,0
0.64,0.06,0.00072815,1,0,0
0.66,0.06,0.021081,1,0,0
0.68,0.06,0.0085054,1,0,0
0.7,0.06,0.015575,1,0,0
0.72,0.06,-0.012706,1,0,0
0.74,0.06,-0.026767,1,0,0
0.76,0.06,-0.038607,1,0,0
0.78,0.06,-0.04993,1,0,0
0.8,0.06,-0.06945,1,0,0
0.82,0.06,-0.061513,1,0,0
0.84,0.06,-0.045742,1,0,0
0.86,0.06,-0.035245,1,0,0
0.88,0.06,-0.022035,1,0,0
0.9,0.06,0.010205,1,0,0
0.92,0.06,0.0039622,1,0,0
0.94,0.06,0.022752,1,0,0
0.96,0.06,0.027441,1,0,0
0.98,0.06,0.020298,1,0,0
0.02,0.08,0.03446,1,0,0
0.04,0.08,0.042051,1,0,0
0.06,0.08,0.041337,1,0,0
0.08,0.08,0.040366,1,0,0
0.1,0.08,0.025321,1,0,0
0.12,0.08,0.0019967,1,0,0
0.14,0.08,-0.0018356,1,0,0
0.16,0.08,0.029396,1,0,0
0.18,0.08,0.035146,1,0,0
0.2,0.08,0.032512,1,0,0
0.22,0.08,0.027934,1,0,0
0.24,0.08,0.027462,1,0,0
0.26,0.08,0.030011,1,0,0
0.28,0.08,0.027291,1,0,0
0.3,0.08,0.031381,1,0,0
0.32,0.08,0.032951,1,0,0
0.34,0.08,0.049129,1,0,0
0.36,0.08,0.035005,1,0,0
0.38,0.08,0.012767,1,0,0
0.4,0.08,0.013464,1,0,0
0.42,0.08,-0.00044201,1,0,0
0.44,0.08,-0.0076437,1,0,0
0.46,0.08,-0.0061119,1,0,0
0.48,0.08,-0.00021184,1,0,0
0.5,0.08,-0.022341,1,0,0
0.52,0.08,-0.033702,1,0,0
0.54,0.08,-0.024695,1,0,0
0.56,0.08,-0.028312,1,0,0
0.58,0.08,-0.011331,1,0,0
0.6,0.08,-0.020161,1,0,0
0.62,0.08,-0.011256,1,0,0
0.64,0.08,-0.0098726,1,0,0
0.66,0.08,0.0059448,1,0,0
0.68,0.08,0.0045923,1,0,0
0.7,0.08,0.027966,1,0,0
