1.305,0.49409
1.31,0.49298
1.315,0.49178
1.32,0.49048
1.325,0.4891
1.33,0.48763
1.335,0.48607
1.34,0.48443
1.345,0.48271
1.35,0.4809
1.355,0.47902
1.36,0.47705
1.365,0.47501
1.37,0.4729
1.375,0.47071
1.38,0.46845
1.385,0.46613
1.39,0.46374
1.395,0.46129
1.4,0.45878
1.405,0.45621
1.41,0.45358
1.415,0.4509
1.42,0.44818
1.425,0.4454
1.43,0.44258
1.435,0.43971
1.44,0.43681
1.445,0.43387
1.45,0.4309
1.455,0.4279
1.46,0.42487
1.465,0.42181
1.47,0.41874
1.475,0.41564
1.48,0.41253
1.485,0.40941
1.49,0.40628
1.495,0.40314
1.5,0.4
1.505,0.39686
1.51,0.39372
1.515,0.39059
1.52,0.38747
1.525,0.38436
1.53,0.38126
1.535,0.37819
1.54,0.37513
1.545,0.3721
1.55,0.3691
1.555,0.36613
1.56,0.36319
1.565,0.36029
1.57,0.35742
1.575,0.3546
1.58,0.35182
1.585,0.3491
1.59,0.34642
1.595,0.34379
1.6,0.34122
1.605,0.33871
1.61,0.33626
1.615,0.33387
1.62,0.33155
1.625,0.32929
1.63,0.3271
1.635,0.32499
1.64,0.32295
1.645,0.32098
1.65,0.3191
1.655,0.31729
1.66,0.31557
1.665,0.31393
1.67,0.31237
1.675,0.3109
1.68,0.30952
1.685,0.30822
1.69,0.30702
1.695,0.30591
1.7,0.30489
1.705,0.30397
1.71,0.30314
1.715,0.30241
1.72,0.30177
1.725,0.30123
1.73,0.30079
1.735,0.30044
1.74,0.3002
1.745,0.30005
1.75,0.3
1.755,0.30005
1.76,0.3002
1.765,0.30044
1.77,0.30079
1.775,0.30123
1.78,0.30177
1.785,0.30241
1.79,0.30314
1.795,0.30397
1.8,0.30489
1.805,0.30591
1.81,0.30702
1.815,0.30822
1.82,0.30952
1.825,0.3109
1.83,0.31237
1.835,0.31393
1.84,0.31557
1.845,0.31729
1.85,0.3191
1.855,0.32098
1.86,0.32295
1.865,0.32499
1.87,0.3271
1.875,0.32929
1.88,0.33155
1.885,0.33387
1.89,0.33626
1.895,0.33871
1.9,0.34122
1.905,0.34379
1.91,0.34642
1.915,0.3491
1.92,0.35182
1.925,0.3546
1.93,0.35742
1.935,0.36029
1.94,0.36319
1.945,0.36613
1.95,0.3691
1.955,0.3721
1.96,0.37513
1.965,0.37819
1.97,0.38126
1.975,0.38436
1.98,0.38747
1.985,0.39059
1.99,0.39372
1.995,0.39686
2,0.4
2.005,0.40314
2.01,0.40628
2.015,0.40941
2.02,0.41253
2.025,0.41564
2.03,0.41874
2.035,0.42181
2.04,0.42487
2.045,0.4279
2.05,0.4309
2.055,0.43387
2.06,0.43681
2.065,0.43971
2.07,0.44258
2.075,0.4454
2.08,0.44818
2.085,0.4509
2.09,0.45358
2.095,0.45621
2.1,0.45878
2.105,0.46129
2.11,0.46374
2.115,0.46613
2.12,0.46845
2.125,0.47071
2.13,0.4729
2.135,0.47501
2.14,0.47705
2.145,0.47902
2.15,0.4809
2.155,0.48271
2.16,0.48443
2.165,0.48607
2.17,0.48763
2.175,0.4891
2.18,0.49048
2.185,0.49178
2.19,0.49298
2.195,0.49409
2.2,0.49511
2.205,0.49603
2.21,0.49686
2.215,0.49759
2.22,0.49823
2.225,0.49877
2.23,0.49921
2.235,0.49956
2.24,0.4998
2.245,0.49995
2.25,0.5
2.255,0.49995
2.26,0.4998
2.265,0.49956
2.27,0.49921
2.275,0.49877
2.28,0.49823
2.285,0.49759
2.29,0.49686
2.295,0.49603
2.3,0.49511
2.305,0.49409
2.31,0.49298
2.315,0.49178
2.32,0.49048
2.325,0.4891
2.33,0.48763
2.335,0.48607
2.34,0.48443
2.345,0.48271
2.35,0.4809
2.355,0.47902
2.36,0.47705
2.365,0.47501
2.37,0.4729
2.375,0.47071
2.38,0.46845
2.385,0.46613
2.39,0.46374
2.395,0.46129
2.4,0.45878
2.405,0.45621
2.41,0.45358
2.415,0.4509
2.42,0.44818
2.425,0.4454
2.43,0.44258
2.435,0.43971
2.44,0.43681
2.445,0.43387
2.45,0.4309
2.455,0.4279
2.46,0.42487
2.465,0.42181
2.47,0.41874
2.475,0.41564
2.48,0.41253
2.485,0.40941
2.49,0.40628
2.495,0.40314
2.5,0.4
2.505,0.39686
2.51,0.39372
2.515,0.39059
2.52,0.38747
2.525,0.38436
2.53,0.38126
2.535,0.37819
2.54,0.37513
2.545,0.3721
2.55,0.3691
2.555,0.36613
2.56,0.36319
2.565,0.36029
2.57,0.35742
2.575,0.3546
2.58,0.35182
2.585,0.3491
2.59,0.34642
2.595,0.34379
2.6,0.34122
2.605,0.33871
2.61,0.33626
2.615,0.33387
2.62,0.33155
2.625,0.32929
2.63,0.3271
2.635,0.32499
2.64,0.32295
2.645,0.32098
2.65,0.3191
2.655,0.31729
2.66,0.31557
2.665,0.31393
2.67,0.31237
2.675,0.3109
2.68,0.30952
2.685,0.30822
2.69,0.30702
2.695,0.30591
2.7,0.30489
2.705,0.30397
2.71,0.30314
2.715,0.30241
2.72,0.30177
2.725,0.30123
2.73,0.30079
2.735,0.30044
2.74,0.3002
2.745,0.30005
2.75,0.3
2.755,0.30005
2.76,0.3002
2.765,0.30044
2.77,0.30079
2.775,0.30123
2.78,0.30177
2.785,0.30241
2.79,0.30314
2.795,0.30397
2.8,0.30489
2.805,0.30591
2.81,0.30702
2.815,0.30822
2.82,0.30952
2.825,0.3109
2.83,0.31237
2.835,0.31393
2.84,0.31557
2.845,0.31729
2.85,0.3191
2.855,0.32098
2.86,0.32295
2.865,0.32499
2.87,0.3271
2.875,0.32929
2.88,0.33155
2.885,0.33387
2.89,0.33626
2.895,0.33871
2.9,0.34122
2.905,0.34379
2.91,0.34642
2.915,0.3491
2.92,0.35182
2.925,0.3546
2.93,0.35742
2.935,0.36029
2.94,0.36319
2.945,0.36613
2.95,0.3691
2.955,0.3721
2.96,0.37513
2.965,0.37819
2.97,0.38126
2.975,0.38436
2.98,0.38747
2.985,0.39059
2.99,0.39372
2.995,0.39686
3,0.4
