0,0.4
0.005,0.40314
0.01,0.40628
0.015,0.40941
0.02,0.41253
0.025,0.41564
0.03,0.41874
0.035,0.42181
0.04,0.42487
0.045,0.4279
0.05,0.4309
0.055,0.43387
0.06,0.43681
0.065,0.43971
0.07,0.44258
0.075,0.4454
0.08,0.44818
0.085,0.4509
0.09,0.45358
0.095,0.45621
0.1,0.45878
0.105,0.46129
0.11,0.46374
0.115,0.46613
0.12,0.46845
0.125,0.47071
0.13,0.4729
0.135,0.47501
0.14,0.47705
0.145,0.47902
0.15,0.4809
0.155,0.48271
0.16,0.48443
0.165,0.48607
0.17,0.48763
0.175,0.4891
0.18,0.49048
0.185,0.49178
0.19,0.49298
0.195,0.49409
0.2,0.49511
0.205,0.49603
0.21,0.49686
0.215,0.49759
0.22,0.49823
0.225,0.49877
0.23,0.49921
0.235,0.49956
0.24,0.4998
0.245,0.49995
0.25,0.5
0.255,0.49995
0.26,0.4998
0.265,0.49956
0.27,0.49921
0.275,0.49877
0.28,0.49823
0.285,0.49759
0.29,0.49686
0.295,0.49603
0.3,0.49511
0.305,0.49409
0.31,0.49298
0.315,0.49178
0.32,0.49048
0.325,0.4891
0.33,0.48763
0.335,0.48607
0.34,0.48443
0.345,0.48271
0.35,0.4809
0.355,0.47902
0.36,0.47705
0.365,0.47501
0.37,0.4729
0.375,0.47071
0.38,0.46845
0.385,0.46613
0.39,0.46374
0.395,0.46129
0.4,0.45878
0.405,0.45621
0.41,0.45358
0.415,0.4509
0.42,0.44818
0.425,0.4454
0.43,0.44258
0.435,0.43971
0.44,0.43681
0.445,0.43387
0.45,0.4309
0.455,0.4279
0.46,0.42487
0.465,0.42181
0.47,0.41874
0.475,0.41564
0.48,0.41253
0.485,0.40941
0.49,0.40628
0.495,0.40314
0.5,0.4
0.505,0.39686
0.51,0.39372
0.515,0.39059
0.52,0.38747
0.525,0.38436
0.53,0.38126
0.535,0.37819
0.54,0.37513
0.545,0.3721
0.55,0.3691
0.555,0.36613
0.56,0.36319
0.565,0.36029
0.57,0.35742
0.575,0.3546
0.58,0.35182
0.585,0.3491
0.59,0.34642
0.595,0.34379
0.6,0.34122
0.605,0.33871
0.61,0.33626
0.615,0.33387
0.62,0.33155
0.625,0.32929
0.63,0.3271
0.635,0.32499
0.64,0.32295
0.645,0.32098
0.65,0.3191
0.655,0.31729
0.66,0.31557
0.665,0.31393
0.67,0.31237
0.675,0.3109
0.68,0.30952
0.685,0.30822
0.69,0.30702
0.695,0.30591
0.7,0.30489
0.705,0.30397
0.71,0.30314
0.715,0.30241
0.72,0.30177
0.725,0.30123
0.73,0.30079
0.735,0.30044
0.74,0.3002
0.745,0.30005
0.75,0.3
0.755,0.30005
0.76,0.3002
0.765,0.30044
0.77,0.30079
0.775,0.30123
0.78,0.30177
0.785,0.30241
0.79,0.30314
0.795,0.30397
0.8,0.30489
0.805,0.30591
0.81,0.30702
0.815,0.30822
0.82,0.30952
0.825,0.3109
0.83,0.31237
0.835,0.31393
0.84,0.31557
0.845,0.31729
0.85,0.3191
0.855,0.32098
0.86,0.32295
0.865,0.32499
0.87,0.3271
0.875,0.32929
0.88,0.33155
0.885,0.33387
0.89,0.33626
0.895,0.33871
0.9,0.34122
0.905,0.34379
0.91,0.34642
0.915,0.3491
0.92,0.35182
0.925,0.3546
0.93,0.35742
0.935,0.36029
0.94,0.36319
0.945,0.36613
0.95,0.3691
0.955,0.3721
0.96,0.37513
0.965,0.37819
0.97,0.38126
0.975,0.38436
0.98,0.38747
0.985,0.39059
0.99,0.39372
0.995,0.39686
1,0.4
1.005,0.40314
1.01,0.40628
1.015,0.40941
1.02,0.41253
1.025,0.41564
1.03,0.41874
1.035,0.42181
1.04,0.42487
1.045,0.4279
1.05,0.4309
1.055,0.43387
1.06,0.43681
1.065,0.43971
1.07,0.44258
1.075,0.4454
1.08,0.44818
1.085,0.4509
1.09,0.45358
1.095,0.45621
1.1,0.45878
1.105,0.46129
1.11,0.46374
1.115,0.46613
1.12,0.46845
1.125,0.47071
1.13,0.4729
1.135,0.47501
1.14,0.47705
1.145,0.47902
1.15,0.4809
1.155,0.48271
1.16,0.48443
1.165,0.48607
1.17,0.48763
1.175,0.4891
1.18,0.49048
1.185,0.49178
1.19,0.49298
1.195,0.49409
1.2,0.49511
1.205,0.49603
1.21,0.49686
1.215,0.49759
1.22,0.49823
1.225,0.49877
1.23,0.49921
1.235,0.49956
1.24,0.4998
1.245,0.49995
1.25,0.5
1.255,0.49995
1.26,0.4998
1.265,0.49956
1.27,0.49921
1.275,0.49877
1.28,0.49823
1.285,0.49759
1.29,0.49686
1.295,0.49603
1.3,0.49511
