0.058575,-0.0038966,0.00094918,-0.0041191,-0.0016131,-0.0019041,0.0023636,-0.0032348,-0.0017328,0.00096533,0.0055588,-0.0015798,0.0054026,0.00013324,0.0021568,-0.002789,0.0059171,-0.0018383,0.0078,-0.0011289,0.0067999
-0.00042996,0.0020742,0.00035305,0.0022167,-0.0021204,0.00097454,0.0006593,-0.0046628,0.0013023,0.0039752,0.0014837,0.00024345,0.00034439,-0.0022403,0.001704,0.0015115,-0.0015016,-0.00047046,-2.7433e-05,0.001791,-0.00026329
-0.005878,-0.0024406,0.0029954,-0.0018989,0.0008558,0.0052595,0.0013989,-0.0022908,-0.00034233,0.003068,-0.0012331,-0.002936,0.0030444,0.00076032,-0.0025155,-0.00056491,-0.00041451,0.00073233,0.0015479,-0.00022353,-0.0021417
-0.0011488,0.008521,0.0087172,-0.00089298,0.0054641,-0.0037739,-0.0039182,0.0034274,-0.0011809,-0.00024874,0.0035203,0.0018382,0.0013733,-0.0029163,0.0026028,0.0020783,-0.0015785,0.00037636,0.00073549,0.0021964,0.0019939
-0.003739,-0.0027672,-0.0088106,0.00076469,0.0075866,0.0083695,8.6005e-05,0.00055925,-0.0040815,-0.0019989,-0.00021204,-0.0022368,0.0030784,0.0035524,-0.0035571,-0.0015464,7.7267e-05,0.0022341,0.00028378,-0.00012877,-0.0027462
0.0059926,0.0043716,0.0015193,-0.0023086,-0.004217,0.0026065,-0.00080801,-0.00048637,-0.00237,-0.00020474,0.0017504,-0.0015999,0.0039638,0.0015066,0.00041994,-0.00057979,-0.0020824,0.0024244,-0.00066994,0.0008932,0.0012189
0.0046714,-0.0034264,0.0032507,-0.0020653,-0.0038528,0.0052519,-0.002851,0.00060085,0.0025939,0.00092151,-0.0020616,-0.00043031,0.0017247,0.0011485,-0.0011431,0.00020877,0.0015574,0.00048012,0.00097166,-0.0010944,-0.00027621
0.0059736,-0.00052108,0.0029477,0.00045257,0.0020178,0.0013492,0.0022726,0.0010865,-0.0025969,0.0015278,-0.0013525,-0.00046508,0.00020643,0.0011595,-0.00087871,0.0014906,0.0011067,0.0010996,0.0016853,-0.0014933,-0.00089214
0.0020454,0.00097349,0.002137,-0.0036647,0.0021505,-0.0035785,-0.0016688,-0.002242,-0.00036998,-8.1815e-05,0.0025323,0.0010786,-0.0019073,0.00025616,0.0013069,-0.00059795,0.003116,-0.00074275,0.00029318,-0.0012286,-0.00012379
-0.00035519,-0.00011931,-0.0025264,0.0019778,4.1976e-05,-0.0023719,0.00011563,-0.0011741,-0.0022082,-0.00040447,-0.00047807,0.0014636,-0.00084886,0.00088221,-0.00035898,-0.0003426,-0.00051981,-0.00066712,-0.00018237,-3.5531e-05,0.00014896
