0.02,0.02,0.038538,1,0,0
0.04,0.02,0.016484,1,0,0
0.06,0.02,0.016525,1,0,0
0.08,0.02,-0.0306,1,0,0
0.1,0.02,-0.047023,1,0,0
0.12,0.02,-0.033796,1,0,0
0.14,0.02,-0.030809,1,0,0
0.16,0.02,-0.050652,1,0,0
0.18,0.02,-0.064917,1,0,0
0.2,0.02,-0.039614,1,0,0
0.22,0.02,-0.036459,1,0,0
0.24,0.02,-0.008136,1,0,0
0.26,0.02,-0.0025015,1,0,0
0.28,0.02,-0.0025155,1,0,0
0.3,0.02,-0.02654,1,0,0
0.32,0.02,-0.00052543,1,0,0
0.34,0.02,-0.027342,1,0,0
0.36,0.02,-0.064464,1,0,0
0.38,0.02,-0.10188,1,0,0
0.4,0.02,-0.052324,1,0,0
0.42,0.02,-0.037139,1,0,0
0.44,0.02,-0.018202,1,0,0
0.46,0.02,-0.0091862,1,0,0
0.48,0.02,-0.016629,1,0,0
0.5,0.02,0.0063205,1,0,0
0.52,0.02,-0.027758,1,0,0
0.54,0.02,-0.033895,1,0,0
0.56,0.02,-0.020047,1,0,0
0.58,0.02,-0.0048213,1,0,0
0.6,0.02,-0.011392,1,0,0
0.62,0.02,-0.0018417,1,0,0
0.64,0.02,-0.0019741,1,0,0
0.66,0.02,0.0050609,1,0,0
0.68,0.02,0.02518,1,0,0
0.7,0.02,0.014889,1,0,0
0.72,0.02,0.014259,1,0,0
0.74,0.02,-0.00012487,1,0,0
0.76,0.02,-0.041618,1,0,0
0.78,0.02,-0.034763,1,0,0
0.8,0.02,-0.060973,1,0,0
0.82,0.02,-0.039087,1,0,0
0.84,0.02,-0.018074,1,0,0
0.86,0.02,-0.0019719,1,0,0
0.88,0.02,-0.0075971,1,0,0
0.9,0.02,-0.023441,1,0,0
0.92,0.02,-0.021388,1,0,0
0.94,0.02,-0.0042097,1,0,0
0.96,0.02,0.0031267,1,0,0
0.98,0.02,-0.0058233,1,0,0
0.02,0.04,0.037761,1,0,0
0.04,0.04,0.037836,1,0,0
0.06,0.04,0.013351,1,0,0
0.08,0.04,-0.027029,1,0,0
0.1,0.04,-0.010801,1,0,0
0.12,0.04,-0.021231,1,0,0
0.14,0.04,-0.0058566,1,0,0
0.16,0.04,-0.051021,1,0,0
0.18,0.04,-0.011309,1,0,0
0.2,0.04,-0.029228,1,0,0
0.22,0.04,-0.013309,1,0,0
0.24,0.04,-0.040672,1,0,0
0.26,0.04,0.0087034,1,0,0
0.28,0.04,-0.0066112,1,0,0
0.3,0.04,-0.039915,1,0,0
0.32,0.04,0.013459,1,0,0
0.34,0.04,-0.015273,1,0,0
0.36,0.04,-0.059366,1,0,0
0.38,0.04,-0.05902,1,0,0
0.4,0.04,-0.034903,1,0,0
0.42,0.04,-0.042481,1,0,0
0.44,0.04,-0.022157,1,0,0
0.46,0.04,-0.020961,1,0,0
0.48,0.04,0.0068255,1,0,0
0.5,0.04,0.0066181,1,0,0
0.52,0.04,-0.0039554,1,0,0
0.54,0.04,-0.015686,1,0,0
0.56,0.04,-0.0010748,1,0,0
0.58,0.04,0.0084221,1,0,0
0.6,0.04,0.00298,1,0,0
