-0.0018654,-0.0018654,0.002625,0.044007,0.054814,0.030356,0.063618,0.046914,0.024492,-0.0039298,-0.037057,-0.045487,-0.018994,0.027543,-0.0091292,-0.0051019,0.019791,0.02725,-0.027016,0.0050953,-0.0015849,-0.025188,-0.011776,0.0035148,0.023087,-0.044534,-0.02791,-0.046035,0.030623,0.0059996,-0.0014316,-0.0020779,-0.047875,-0.016238,0.021924,0.031539,0.010634,0.013782,0.053254,0.0026263,0.058878,-0.019156,0.0087981,0.016965,-0.021982,-0.041111,-0.044058,0.0086237,0.052341,0.019315,0.0073026
-0.026075,-0.0085577,-0.025851,-0.00090142,0.068805,0.025772,0.021087,0.0088241,0.020399,-0.012261,-0.024915,-0.020335,-0.0064171,-0.0073642,0.039835,0.00084554,-0.00078755,0.023232,-0.050019,-0.008382,-0.018481,-0.034638,-0.0034603,0.019518,-0.014163,0.026023,0.049745,-0.00045604,-0.020873,0.0079373,0.058767,0.0014351,-0.026868,0.02076,0.028366,0.032403,0.023131,0.0075857,0.036717,-0.032436,0.030456,-0.019155,-0.040597,0.015814,0.0013464,-0.044454,-0.0081447,0.012814,0.033448,-0.045901,0.0034294
-0.039095,-0.075707,-0.048978,-0.0028833,0.065517,0.00069952,0.02709,0.029048,0.074133,-0.031733,-0.011808,-0.003692,-0.036968,-0.027291,-0.026642,-0.0012742,-0.036206,0.025022,-0.0081865,-0.011528,-0.062909,-0.031283,-0.044594,-0.019367,-0.063039,0.0074061,0.030884,0.030797,-0.011735,0.017196,-0.0033723,-0.042354,-0.016373,-0.051287,0.0031509,-0.023243,0.0043954,0.0012265,-0.018176,-0.036441,-0.034364,-0.045337,-0.056197,-0.037196,-0.034775,-0.049803,-0.053537,0.047319,0.051493,-0.02134,-0.047697
-0.0071547,-0.05697,-0.01259,0.010397,0.04639,0.0063696,0.070306,0.023757,-0.012767,0.049824,0.010138,-0.0076235,0.0013631,0.027202,0.012523,0.018225,-0.030372,-0.051307,-0.077079,-0.01876,0.020838,0.021951,0.020222,-0.0040892,0.020632,0.05563,0.022054,0.0030275,0.015569,-0.005335,-0.049626,-0.010286,-0.0026063,0.0050243,-0.0096142,0.027998,0.023163,-0.04802,0.0070496,-0.045558,-0.014382,-0.010359,0.0076467,-0.029654,-0.054124,0.00054471,-0.013428,-0.044386,-0.0089467,0.036266,-0.045882
-0.01171,-0.026039,-0.074157,0.0030421,-0.033489,-0.013773,-0.010995,0.05554,0.062712,0.026488,0.01087,0.0047978,0.013234,0.012663,0.034492,-0.051091,-0.052521,-0.040645,-0.0063329,-0.035784,-0.03387,0.0056143,0.065086,0.057794,0.067239,0.019735,0.067037,0.022364,0.054234,-0.004126,0.0051901,-0.039037,-0.05086,-0.013232,-0.02852,-0.0096333,-0.014543,-0.019314,0.010141,-0.011629,-0.048641,-0.015304,-0.029985,0.049851,0.0066754,0.0021696,-0.070255,-0.0034769,-0.0087053,-0.04855,-0.031392
-0.028404,-0.025501,-0.052651,-0.062375,0.010923,0.038784,0.031626,0.021234,0.0214,-0.0013821,-0.007754,-0.041539,-0.036017,-0.026706,-0.031852,-0.038374,-0.059283,0.021414,-0.0047792,-0.03506,-0.0049664,0.031281,0.028418,0.038786,0.019935,0.0036888,0.027115,0.00040716,-0.037534,-0.081032,0.0048253,-0.08784,-0.032627,-0.05365,-0.028792,0.012001,-0.030304,-0.038851,-0.0083041,-0.06255,-0.11386,-0.024983,-0.030805,-0.022998,0.0041637,0.031532,-0.002813,-0.054108,-0.09193,-0.027564,-0.099764
-0.039238,-0.050568,-0.041637,0.030486,0.049938,0.025243,0.0038559,0.022931,0.032041,-0.054405,-0.010303,0.023423,0.025969,-0.01771,-0.011115,-0.028875,-0.04079,0.0093077,0.033031,-0.0090804,-0.020245,-0.0050682,0.058839,0.066531,0.026459,-0.0095044,0.026923,0.036585,0.032689,-0.036099,-0.047949,-0.091103,-0.019923,0.0021257,0.025616,-0.018957,0.0067586,0.039361,-0.053897,-0.016305,-0.059002,-0.034806,-0.0092261,-0.011004,0.027081,0.010453,-0.022084,0.0425,0.019797,-0.019908,-0.054823
-0.0034768,0.01339,-0.018022,0.0049034,0.028513,0.023693,0.03473,0.069831,0.0086314,0.039069,0.037293,0.0062078,0.037767,0.010886,-0.040639,-0.080771,-0.057515,-0.011677,0.024586,0.059971,0.024676,0.027935,0.018951,0.022109,-0.0092576,0.01191,0.030237,0.034825,-0.032523,0.020804,-0.022659,-0.033968,-0.011916,0.00088929,-0.044289,-0.043551,0.020606,0.011028,-0.021997,-0.016997,0.044813,0.029221,-0.054799,0.018919,-0.031655,-0.030295,-0.083839,0.035817,-0.057317,0.0024499,-0.022784
-0.017768,-0.062546,0.0060137,0.0084482,0.0088322,0.014364,0.049427,-0.016165,0.023506,0.0375,0.00731,-0.012228,-0.017078,0.025721,-0.043619,-0.068334,-0.042615,0.042024,-0.021474,-0.0099112,-0.030981,-0.085777,0.0095639,0.037657,-0.025604,-0.008662,-0.0087263,0.031361,-0.0083523,0.014633,-0.036708,-0.025377,-0.028369,-0.024229,-0.0038936,0.008636,0.023238,-0.024529,-0.003895,-0.026336,-0.060374,-0.057009,-0.0046963,0.00012022,-0.043212,-0.035479,-0.053646,0.024867,-0.054735,-0.02483,-0.06463
0.025214,0.047396,-0.027241,0.033928,0.05762,0.09115,0.014144,0.048662,0.053558,0.029551,0.0081835,0.027459,0.053859,0.066444,0.024281,0.030008,-0.0082768,-0.021968,-0.0072887,-0.047559,-0.0054326,-0.020096,0.0085807,0.030849,-0.0035954,0.04006,0.052389,0.05848,-0.011644,0.0065809,-0.0046157,-0.015233,-0.0021749,-0.021023,0.012239,0.052277,0.018586,0.075761,0.0052684,0.02668,-0.0046604,0.023625,-0.0064858,0.015636,-0.022807,-0.00011496,0.023271,0.016327,-0.0064881,-0.0023174,-0.00078462
0.051209,0.028539,0.00022238,0.050282,0.047646,0.044999,0.072819,0.056168,0.095996,0.060309,0.0076382,0.013466,0.028822,0.0087709,0.021254,0.024422,0.0041931,0.009935,-0.023818,0.038175,0.043202,0.011197,0.026366,0.034194,-0.024295,-0.011425,5.0946e-05,-0.007023,0.030344,-0.050743,0.0017531,0.013284,-0.017647,-0.017941,0.033466,0.031783,0.050181,0.085893,0.039824,0.024201,0.038195,0.020304,0.037502,-0.005636,-0.066556,-0.024599,-0.015104,-0.010179,0.067011,0.03516,0.010865
0.03704,0.0027534,-0.012885,-0.021566,0.056467,0.025669,0.041532,0.07773,0.074233,0.0034018,-0.0028173,-0.0035455,-0.03543,-0.032665,0.016078,0.011234,-0.040091,-0.013873,0.0071452,-0.010764,-0.0051358,0.036312,0.0075111,-0.010355,0.0084136,-0.012877,0.0028158,-0.0031925,-0.019831,-0.031096,-0.0068023,-0.0082155,0.013436,-0.015691,0.038345,0.0090928,-0.0011574,-0.0082372,0.034996,-0.051415,0.069627,-0.004452,0.019031,0.019391,0.044731,-0.00065575,-0.040177,0.015252,-0.031892,-0.029701,-0.06794
0.055951,0.027779,0.016279,0.041224,0.034001,0.058232,0.028924,-0.00064899,0.030184,0.032956,-0.028544,0.0011695,0.001324,-0.044247,0.014499,-0.021809,-0.027224,0.023976,0.003476,-0.025298,0.028924,0.0070903,0.044311,-0.00029975,-0.055354,0.017121,-0.049041,-0.042815,-0.057378,-0.014944,0.010862,-0.060369,-0.0061441,-0.005147,0.030425,0.00026343,0.031771,-0.032796,-0.023152,0.0030456,0.050317,-0.029088,0.011123,0.0054818,0.0061679,-0.051782,-0.048183,-0.0095593,-0.022777,0.0039078,-0.0091371
0.04966,-0.017958,0.047627,-0.00070083,0.027029,0.035897,0.057186,0.066796,0.052985,0.041917,0.018871,0.012669,-0.0010239,-0.018308,-0.038368,-0.0066093,0.0093787,-0.0030276,0.027476,-0.016586,0.038699,0.031658,0.0071126,0.031647,0.018954,-0.031042,0.020478,0.032308,-0.01235,0.0020811,0.024693,-0.060406,-0.028547,0.0015381,0.026071,-0.027588,-0.0067696,0.0077924,0.0030623,0.046686,0.11162,0.0027394,0.047985,0.041055,-0.008089,-0.037565,-0.057601,-0.0091015,-0.011117,0.0066184,0.0079741
0.0053417,0.05846,0.054033,-0.0034631,0.0094162,0.02253,0.027098,0.0026377,0.013839,-0.034228,-0.039138,-0.017861,-0.021684,-0.034307,-0.013019,0.015986,-0.0035217,0.05216,-0.026486,-0.027324,-0.0029503,0.0035349,-0.038665,-0.0015087,0.01146,-0.019621,-0.0041385,-0.014172,-0.051999,-0.077593,0.014066,-0.022223,-0.054448,0.0083594,-0.0062223,0.0066893,0.004936,-0.028273,-0.025042,-0.022334,0.0060447,-0.026471,-0.029049,0.0066144,-0.052301,0.0082011,-0.031125,-0.038827,-0.00016437,-0.00091555,-0.015572
