-0.090104,0.047544,-0.042531,0.057876,-0.04013,0.041107,-0.034196,0.032015,-0.026645,0.025544,-0.024451
0.005973,-0.0086916,-0.014444,-0.0028375,-0.014373,-0.0054442,0.0064154,0.0030007,0.0054511,-0.004684,0.0063596
-0.0056142,-0.019587,0.00036993,-0.0017036,0.010849,-0.0032402,0.0011415,-0.0022008,0.0019738,-0.0016955,0.0048695
-0.018258,0.01018,0.0067226,-0.0032737,0.0012007,0.0013512,-0.0020726,0.0016029,0.00051215,-0.0021055,0.006845
0.022951,-0.010781,0.023844,-0.019385,0.014502,-0.0095759,0.01275,-0.0092531,0.0085403,-0.00016004,0.013888
-0.053722,0.0097828,-0.0073581,0.0096887,-0.008142,-0.011896,-0.0058889,0.0079581,-0.0059713,0.0014904,-0.0054538
-0.0047568,0.016972,-0.025744,0.0043521,-0.0017078,-0.0011298,-0.0004912,0.00029578,-0.0032433,-0.0012141,-0.0018504
0.0022899,-0.0024643,-0.030446,0.0084249,-0.0080002,0.0028163,-0.0059423,0.0089517,-0.0022844,0.010193,-0.0098096
-0.021948,0.021634,0.011458,-0.010175,-0.012627,0.00074575,0.002887,-0.0031318,-0.0012465,-0.0005701,0.0016886
-0.020358,-0.0066487,-0.0038079,-0.0082409,-0.0080534,0.00060271,0.0012211,-3.273e-06,-0.0014084,0.003927,-0.0039464
0.0056168,-0.0085508,-0.0014393,0.0095962,-0.002064,0.0012675,0.0019313,0.0092298,0.0010514,-0.0023336,0.00038977
