0.020785,0.012422,0.025462,-0.0041521,0.0016476,-0.0091326,0.0075775,-0.014374,0.0054075,-0.0079299,0.0032842
0.0017444,0.0040438,0.0098298,0.0014562,-0.025353,-0.0067671,0.0074898,0.011845,8.0692e-05,-0.0027999,-0.0040216
-0.029745,-0.0024651,0.0077695,-0.0066118,-0.011494,0.0043628,-0.0049174,-0.0035869,0.0011129,-0.0013544,-0.0056967
-0.024992,0.009154,0.0091732,0.012324,0.0076273,-0.0068088,-0.015265,0.0011176,0.0018684,-0.0040116,0.0061205
-0.020269,0.024265,0.0084102,-0.028483,0.012374,-0.022545,-0.0029338,0.0070897,4.4079e-05,-0.0078962,0.0049099
-0.014467,0.035632,-0.010083,0.016825,-0.013997,0.0039523,-0.0030898,0.0092648,-0.0098429,0.013326,0.0013959
-0.0081668,-0.010477,0.012399,0.00016132,-0.00059778,0.0038125,-0.003501,-0.00015955,0.0050039,0.0069365,-0.0052788
-0.0012791,0.0076469,-0.0062131,0.0029769,-0.007155,-0.0034031,-0.0045803,0.0081443,-0.00066983,0.0048661,0.0013198
-0.0086437,0.018321,-0.0099222,0.00031997,-0.029831,0.0070514,-0.0044187,0.0063515,-0.0016807,0.00065425,-0.003411
-0.0021152,0.0027396,-0.0051341,-0.0075433,-0.010511,0.0006041,0.0040139,0.016609,0.0055785,0.00061836,-0.0078685
0.0055095,-0.018993,0.0093312,-0.0099025,0.0029393,-0.003057,0.0036769,0.0075595,0.0047101,-0.0084502,0.0038952
